start_s,end_s,radius_cm,delta_H,delta_M,delta_logD,mean_H_rate_s-1,mean_M_rate_s-1,mean_logD_rate_s-1
4860,4920,0,0.006038738979716296,-0.00042612401493044225,0.0056126149647858538,0.00010064564966193827,-7.1020669155073707e-06,9.3543582746430899e-05
4920,4980,0,0.0059162412697962852,-0.00043710805840621245,0.0054791332113900727,9.8604021163271419e-05,-7.2851343067702076e-06,9.1318886856501209e-05
4980,5040,0,0.0057778232864629242,-0.00044791486096536562,0.0053299084254975586,9.6297054774382068e-05,-7.4652476827560939e-06,8.8831807091625971e-05
5040,5100,0,0.0056290554864429909,-0.00045853347685377056,0.0051705220095892204,9.3817591440716511e-05,-7.6422246142295095e-06,8.6175366826487e-05
5100,5160,0,0.0054356800290448204,-0.0004689409765474984,0.004966739052497322,9.0594667150747007e-05,-7.8156829424583064e-06,8.2778984208288706e-05
5160,5220,0,0.005224476923887944,-0.00047910961320243167,0.0047453673106855124,8.7074615398132396e-05,-7.9851602200405283e-06,7.9089455178091875e-05
5220,5280,0,0.0050569614086846126,-0.00048903857777480436,0.0045679228309098083,8.4282690144743549e-05,-8.1506429629134066e-06,7.6132047181830134e-05
5280,5340,0,0.0049461796308805095,-0.00049875592565443855,0.0044474237052260709,8.2436327181341828e-05,-8.3125987609073099e-06,7.412372842043452e-05
5340,5400,0,0.0048297910509973452,-0.00050827426783971869,0.0043215167831576265,8.0496517516622421e-05,-8.4712377973286446e-06,7.2025279719293778e-05
5400,5460,0,0.0046967977135282668,-0.00051758071634018001,0.0041792169971880868,7.8279961892137786e-05,-8.6263452723363329e-06,6.9653616619801448e-05
5460,5520,0,0.004566435185277995,-0.00052667057884672568,0.0040397646064312693,7.6107253087966581e-05,-8.7778429807787609e-06,6.7329410107187825e-05
